,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,amounts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts
443,,,,,,,,,66.0,,,,,,,,,,,,,27.0,,,55.0,,,,,,,,,,,45.0,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,175.0,,,,,,,,48.0,,,,,8.0,,,39.0,,,,,,58.0,,,,,,,,,,,55.0,,,,,,,,,99.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,1.0,,,1.0,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,
447,,,,,,,,,,,,,,,,,,,,,,27.0,,,55.0,,,,,,,,,13.0,,,88.0,,,,,,,,,,,,,,,,,65.0,,,,,,,,,,,,,,,,,,,,,,,35.0,,,,,,,1.0,,,,,,,,,,,,,,48.0,,25.0,,,,,,,48.0,,,45.0,,,,,,,,,,,58.0,,,,,30.0,,,,,,,,,,,,,,,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,6.0,,,,,,,,,,,,,,1.0,,1.0,,,,,,,1.0,,,1.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,
448,,,,,,,,,,,35.0,,35.0,,,,,,,,,,,,,19.0,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,58.0,,,,,,,,,,,,,,,,25.0,,,,,6.0,,178.0,16.0,,,,,,,,,,48.0,,,,,,,,,,,,,,,,,,,,,,,58.0,,,,,30.0,,,,,,,,,,56.0,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,1.0,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,
451,,,,,,,,,,,,,,,,,,,,,,27.0,,,55.0,19.0,,,7.0,,,,35.0,,30.0,45.0,88.0,,,,,,,,,,,,,,,48.0,,,,,,,,,,,29.0,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,108.0,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,,,,,,99.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,1.0,,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,1.0,,,
452,,,,,,,,,,,,,,,,,,,,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,26.0,,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,,,,,,,,,,,,,35.0,,,,,,,,35.0,27.0,,29.0,,,,,,,,,,,,,,,36.0,,19.0,,,,,,,,,,,,,,,,,,,,,56.0,,,,,,,,,,,,,,,,,,,,35.0,,,,,,,,,,,,,,,,,,,,18.0,,,,,,,,45.0,,,,,,,,,,,,,,,,,,,7.0,,,,,,,56.0,,,,,,46.0,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,1.0,,,
458,,,,,,,,,,,,,,52.0,,,,,,,,,,29.0,55.0,,,,,,,,,,,,,,,,,88.0,,,,,,,32.0,,,48.0,,,,,,,,,,,29.0,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,,,,,,,158.0,,,,58.0,48.0,,33.0,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,1.0,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,
460,,,,,,,,,,,,,,,,,,,,,,,,,55.0,,10.0,,,,,,,,,,88.0,,,,19.0,,,,,,,25.0,,,,,,,,159.0,,,,,,,,,,,,,56.0,,,,,,35.0,,,,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,45.0,,,,38.0,,,,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,,33.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,1.0,,,,1.0,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0
462,,,,,,,,,,,,,,,,,,,,,,27.0,,29.0,,,10.0,,,,,,35.0,,,,,15.0,,,19.0,,,,,,,,,,,,,,,,,,30.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,,,,,,,109.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,46.0,,,33.0,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,,,,,,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,1.0
467,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.0,,,,,78.0,,,,,,,,,,,,,45.0,,,,35.0,,,,,10.0,,,,,,,,,,,,29.0,,,,,,,,,,,,,49.0,,,,,,,,,,,,,,,,33.0,,,,,7.0,,,,,,28.0,,,18.0,,,99.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,1.0,,,,1.0,,,,,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,1.0,,,1.0,,,1.0,,,,
468,,,,,159.0,,,,,7.0,,29.0,,,,,,,,,,27.0,,,,,,,,,13.0,30.0,,,,,,,,,,,,,,,,,,,,48.0,39.0,,,,,,,,,,,,,,,,,,,,,45.0,,,,,,,,,,,,,,,,,,,,,,,,,175.0,,,,58.0,,,,,,,,9.0,8.0,,,,,,,35.0,,,,16.0,,,,,,7.0,,,,,,,,,,,,99.0,,,35.0,,,,,,1.0,,,,,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,1.0,1.0,,,,,,,1.0,,,,1.0,,,,,,1.0,,,,,,,,,,,,1.0,,,1.0,
469,,,,,,,,,,,,29.0,35.0,,,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,,,,,,,78.0,,,,,,,,,,,,,45.0,,,35.0,,,,,,,,,,,,,33.0,,,,,,,,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,50.0,,,,,,,,,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
474,,,,,,,,,,,,,35.0,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.0,,,,,,,,,,,,,,,,,,,,178.0,,,,20.0,,,,,,,,175.0,,,,,9.0,,,,,,,,,,38.0,,,,,,35.0,,,,,,,,,,,,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,1.0,,,,,1.0,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,
475,,,,,,,,,,,,,,,,,,,,,,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,25.0,,,,,,,48.0,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,,,,,,,,,,,,,,,,,,,,,,,,65.0,,,,,,,,,29.0,58.0,,,,,,,40.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,175.0,,,,,,,30.0,,,,,,,,,,,,,,,,,,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
481,,,,,,,,,,,,,,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,45.0,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,26.0,38.0,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
484,,5.0,,,,,,,,,,,,52.0,,,,,,,,,,,55.0,,,,,48.0,,,,,,45.0,,,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,88.0,,10.0,,,,,,,,,,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,35.0,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,,,,,,,,,,6.0,,,,,,,25.0,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,,,,,,7.0,,,,39.0,28.0,,89.0,,,,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,1.0,1.0,,1.0,,,,1.0,,,,
488,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,26.0,,,,,,,,,,,,,,,,,58.0,,,,,,,,,,45.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,
491,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,8.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,55.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,
492,,,,,,,,,,,,,,,,,,,,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
500,,,,,,,,,,,,,35.0,,,,,,15.0,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.0,,29.0,58.0,,,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,,,48.0,175.0,,,18.0,,,,,,,,,,,,38.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,,,,,,,,,,,,,35.0,,,,,,,,,27.0,,29.0,55.0,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,78.0,,,,,,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,,,48.0,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
504,,,,,,,,,,,,,,,,,,,,,,,,,55.0,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,39.0,,,,,,,,78.0,,,58.0,,,68.0,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,48.0,175.0,,,18.0,,,,,,,,,,,,38.0,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,
508,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,58.0,,,,,,,,,,,,,,,,,,,,1.0,,,,16.0,,,,,,,,,,48.0,,,,,,,,,,,,,,,,,39.0,,,,,,,,16.0,,,,,,7.0,,,,,,,56.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,1.0,,,,,,,1.0,,,,,,,,,
512,,,,,,,,,66.0,,,,,,,,,,15.0,,,,,29.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,,,,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,,,,,,,,,,,,,,,,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
516,,5.0,,,,,,,,,,,,,,,,,,,,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,,,,68.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,,,,,,,,,,,,,,,,,,,,,,,,,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,38.0,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,
524,,,,,,,,,,,,,,,,35.0,,,,,,,,,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,,,,,,,,,,,,,,,,33.0,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,49.0,,,,,,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,,,,,,,,,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,35.0,,,,,,,,,,32.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0,,,,,,,,,,,,,,48.0,,,,,,,,,,,,,28.0,,,,,,,46.0,,,33.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,1.0,,,1.0
536,,,80.0,,,,,,,,,,35.0,,,,,,15.0,,,27.0,,,,,,,,48.0,,,,,,45.0,,,,,,,,,,13.0,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,33.0,,,35.0,,,,,,,,,,48.0,108.0,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,,,,,,,99.0,,,,,,,1.0,,,,,,,,,,1.0,,,,,,1.0,,,1.0,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,
537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,,,,,,,,,,,29.0,,,,,,,,,,,45.0,,,,,,,,,,,,,,,,33.0,,,,,,,,48.0,,,,,,,,,,,,45.0,,,,,,,,,,,,,,33.0,,,,,,,,,15.0,,28.0,,,,,,,46.0,,,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,1.0,,,,,,,1.0,,,1.0
540,,,,,,,,,,,,,,,,,6.0,,,,,,,29.0,,,,,,,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
541,,,,,,,10.0,,,,,,,,,,,,,,,,,,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,33.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0
545,,,,,,,,,,,,,,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,26.0,,,,,,,,,,,,,,,,,,,,,39.0,,56.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,
